Protein	Beg	End	Reference
CDHR4	2426116	2420909	chr12
FAM212A	2427244	2427978	chr12
UBA7	2434777	2428035	chr12
AMT	2437477	2435886	chr12
LOC101751202	2439724	2438052	chr12
DAG1	2452569	2441415	chr12
MST1	2479524	2483496	chr12
LOC770794	2487685	2483542	chr12
APEH	2491567	2487790	chr12
BSN	2539949	2493366	chr12
TRAIP	2567832	2550031	chr12
MIR1678	2560933	2560848	chr12
CAMKV	2571661	2568476	chr12
MST1R	2587042	2579824	chr12
MON1A	2592590	2588487	chr12
RBM6	2598040	2647933	chr12
LOC415932	2650006	2659383	chr12
RAD54L2	2697070	2657698	chr12
LOC415934	2719002	2723123	chr12
LOC101751362	2729465	2730773	chr12
LOC101751421	2731829	2733166	chr12
LOC101751479	2733332	2734458	chr12
LOC101747293	2740061	2745463	chr12
FANCD2	2795258	2749644	chr12
EMC3	2795800	2799644	chr12
USP4	2832569	2803375	chr12
GPX1	2836841	2835896	chr12
RHOA	2844480	2838216	chr12
LOC101752276	2871160	2860138	chr12
TEX264	2879025	2902472	chr12
GRM2	2906097	2912332	chr12
LOC101751993	2908648	2907061	chr12
LOC415939	2920138	2911393	chr12
ALAS1	2937527	2944369	chr12
TWF2	2958330	2945885	chr12
PPM1M	2964628	2971123	chr12
WDR82	2988490	2974270	chr12
MIRLET7G	2982159	2982077	chr12
GLYCTK	2988561	3005382	chr12
MIR135A-1	3003827	3003740	chr12
DNAH1	3025531	3103528	chr12
LOC101751348	3089783	3086403	chr12
BAP1	3117210	3104628	chr12
SEMA3G	3124250	3118616	chr12
ACY1	3130429	3126685	chr12
ABHD14A	3132061	3130958	chr12
LOC100858588	3137414	3139236	chr12
LOC100859224	3141955	3139201	chr12
PARP3	3145544	3142045	chr12
RBM5	3146012	3160949	chr12
SEMA3F	3172857	3187236	chr12
GNAT1	3189383	3192093	chr12
GNAI2	3203393	3192877	chr12
SLC38A3	3214072	3204628	chr12
SEMA3B	3221940	3226152	chr12
OASL	3228218	3226206	chr12
LOC100858703	3231353	3228637	chr12
HYAL3	3235051	3231620	chr12
LOC101747452	3238006	3240638	chr12
SHISA5	3253873	3242716	chr12
ATRIP	3292025	3281097	chr12
LOC415950	3293900	3294844	chr12
IPPK	3309299	3333849	chr12
CENPP	3450712	3333877	chr12
ECM2	3352164	3370514	chr12
ASPN	3382710	3397405	chr12
OMD	3408937	3417223	chr12
OGN	3424524	3434586	chr12
NOL8	3452660	3467165	chr12
LOC100857321	3471168	3499969	chr12
IARS	3502362	3592912	chr12
ATP2B2	3713196	4001003	chr12
SLC6A11	4049891	4135912	chr12
SLC6A1	4229713	4287277	chr12
HRH1	4365933	4374171	chr12
ATG7	4376709	4466225	chr12
VGLL4	4531943	4486111	chr12
TAMM41	4600746	4578188	chr12
SYN2	4654783	4798029	chr12
TIMP4	4744280	4719851	chr12
PPARG	4857558	4878220	chr12
TSEN2	4915368	4925507	chr12
LOC415966	4929829	4925554	chr12
MKRN2	4929821	4939524	chr12
RAF1	4971156	4943218	chr12
LOC101749323	4980657	4985784	chr12
CNBP	5041289	5050563	chr12
ISY1	5051635	5061709	chr12
LOC415969	5063824	5074823	chr12
RAB43	5095477	5084337	chr12
GP9	5107755	5104640	chr12
LOC101750189	5115138	5111144	chr12
CCDC48	5179936	5133044	chr12
LOC100857401	5146342	5211984	chr12
ACAD9	5234530	5210375	chr12
LOC415976	5603822	5241354	chr12
NUP210	5668555	5607666	chr12
HDAC11	5687404	5713262	chr12
LOC101750923	5761411	5763962	chr12
FBLN2	5783611	5870341	chr12
WNT7A	6055705	6023716	chr12
MIRLET7D	6077032	6076930	chr12
MIRLET7F	6078061	6077975	chr12
MIRLET7A-1	6078478	6078389	chr12
PTPDC1	6112146	6094223	chr12
BARX1	6125046	6127543	chr12
PHF2	6367444	6285377	chr12
LOC101751708	6367857	6371675	chr12
FAM120A	6425991	6376899	chr12
LOC101751755	6427111	6446583	chr12
WNK2	6563095	6457110	chr12
C12H9ORF89	6642268	6579788	chr12
NINJ1	6600458	6618075	chr12
SUSD3	6670083	6645816	chr12
FGD3	6796744	6696644	chr12
BICD2	6887128	6810437	chr12
LOC101747872	6898249	6890224	chr12
LOC100859425	6921590	6937192	chr12
TKT	6960227	6937092	chr12
DCP1A	7001904	6969832	chr12
CACNA1D	7040116	7205468	chr12
CHDH	7220485	7207440	chr12
ACTR8	7230244	7221994	chr12
SELK	7235077	7231017	chr12
CACNA2D3	7309300	7720508	chr12
WNT5A	7904787	7893069	chr12
ERC2	8344013	7917575	chr12
CCDC66	8366711	8382685	chr12
FAM208A	8413953	8384258	chr12
ARHGEF3	8451084	8419790	chr12
LOC101749426	8532582	8540028	chr12
IL17RD	8556027	8540089	chr12
HESX1	8590130	8587916	chr12
APPL1	8596912	8626867	chr12
ASB14	8636580	8623116	chr12
DNAH12	8703034	8637356	chr12
ARF4	8718736	8708924	chr12
DENND6A	8740824	8721401	chr12
MIR1787	8747037	8747126	chr12
SLMAP	8747383	8821988	chr12
MIR1783	8795545	8795645	chr12
FLNB	8840207	8918196	chr12
DNASE1L3	8924545	8921206	chr12
ABHD6	8930123	8940408	chr12
IP6K2	8964186	8971788	chr12
NCKIPSD	8976545	9011873	chr12
SLC26A6	9039885	9045644	chr12
UQCRC1	9045950	9055491	chr12
COPG	9063709	9109855	chr12
COL7A1	9064276	9087709	chr12
C12H3ORF37	9109927	9112927	chr12
LOC101751709	9113127	9114314	chr12
RAB7A	9141969	9123159	chr12
LOC101751774	9137976	9148991	chr12
RPN1	9148929	9156192	chr12
LOC101751898	9169051	9160653	chr12
LOC101750001	9185871	9182584	chr12
LOC101749959	9184924	9184504	chr12
GATA2	9185919	9200490	chr12
LOC101750055	9235664	9215864	chr12
LOC770080	9245867	9246845	chr12
LOC101750237	9263811	9254678	chr12
LOC101750278	9271037	9265724	chr12
LOC101750319	9276243	9273533	chr12
LOC101750361	9293646	9277046	chr12
LOC101750411	9330610	9293870	chr12
LOC101750443	9347636	9349683	chr12
EEFSEC	9490294	9378455	chr12
MIR1572	9402077	9401983	chr12
RUVBL1	9495567	9513272	chr12
SEC61A1	9536135	9525345	chr12
KBTBD12	9584686	9545981	chr12
MGLL	9598368	9654433	chr12
ABTB1	9685150	9657986	chr12
PODXL2	9717935	9685462	chr12
MCM2	9737075	9725748	chr12
TPRA1	9738594	9754465	chr12
CHCHD6	9755054	9857305	chr12
PLXNA1	9877895	9975139	chr12
LOC101751237	9999658	10025041	chr12
TRNAL-UAA	10031239	10031321	chr12
LOC101751274	10046514	10067516	chr12
LOC101748277	10071513	10081362	chr12
LOC101748223	10084096	10090455	chr12
LOC101748323	10100880	10111441	chr12
LOC101748361	10114335	10121687	chr12
LOC101748408	10139300	10136926	chr12
TXNRD3	10366782	10386507	chr12
LOC101748540	10423952	10440229	chr12
CHST13	10448442	10472581	chr12
SLC41A3	10499380	10475628	chr12
LOC101748843	10604690	10529924	chr12
KLF15	10626926	10612530	chr12
MIR1731	10637951	10637850	chr12
CCDC37	10643611	10655623	chr12
ZXDC	10666371	10655955	chr12
UROC1	10702137	10669476	chr12
LOC416036	10704848	10748820	chr12
CHCHD4	10764587	10756017	chr12
TMEM43	10764685	10775842	chr12
XPC	10787367	10776984	chr12
LSM3	10787396	10789666	chr12
SLC6A6	10946707	10996157	chr12
GRIP2	11220722	11004348	chr12
C12H3ORF19	11234246	11245589	chr12
TMA7	11253667	11249996	chr12
CCDC51	11253669	11258331	chr12
LOC101750138	11263309	11260517	chr12
PLXNB1	11296624	11327866	chr12
LOC770936	11338107	11344593	chr12
SETD5	11367632	11406318	chr12
LHFPL4	11414224	11407019	chr12
CPNE9	11445328	11449352	chr12
BRPF1	11450645	11461477	chr12
OGG1	11461614	11463545	chr12
CAMK1	11466397	11463504	chr12
TADA3	11469851	11467220	chr12
ARPC4	11470329	11472096	chr12
TTLL3	11472347	11480300	chr12
RPUSD3	11481608	11480537	chr12
LOC100858613	11481726	11484131	chr12
PRRT3	11490469	11483696	chr12
CCDC36	11512153	11492037	chr12
KLHDC8B	11517426	11514296	chr12
LOC416055	11521965	11517649	chr12
CCDC71	11522366	11531320	chr12
LOC101751126	11531325	11526965	chr12
LOC101748153	11532743	11538098	chr12
LAMB2	11538704	11554584	chr12
USP19	11555153	11573323	chr12
QARS	11577706	11586359	chr12
QRICH1	11588096	11609298	chr12
IMPDH2	11614646	11626213	chr12
DALRD3	11632160	11635478	chr12
WDR6	11639068	11635812	chr12
P4HTM	11653097	11639598	chr12
LOC395991	11647655	11651011	chr12
ARIH2	11684571	11655702	chr12
SLC25A20	11684772	11695890	chr12
LOC100858827	11717733	11767434	chr12
RPP14	11772132	11774320	chr12
PXK	11775202	11808037	chr12
PDHB	11813000	11809261	chr12
KCTD6	11813323	11820653	chr12
ACOX2	11836516	11822195	chr12
FAM107A	11853818	11837238	chr12
FAM3D	11860396	11855583	chr12
C12H3ORF67	11932445	11869738	chr12
LOC101751854	11932574	12140929	chr12
FHIT	12653207	12141609	chr12
PTPRG	12707875	13032947	chr12
MIR1550	12834954	12835051	chr12
PTPRG	13048233	13082730	chr12
C12H3ORF14	13104151	13136721	chr12
FEZF2	13127194	13116893	chr12
CADPS	13310880	13137092	chr12
LOC101750727	13397249	13394861	chr12
SYNPR	13443050	13474267	chr12
SNTN	13478703	13480626	chr12
THOC7	13511857	13504460	chr12
ATXN7	13528379	13589344	chr12
PSMD6	13601479	13595146	chr12
PRICKLE2	13706318	13617239	chr12
ADAMTS9	13779449	13714355	chr12
LOC101751855	13919990	13849083	chr12
LOC416082	13941470	13934625	chr12
LOC101751710	13951524	13948376	chr12
MAGI1	14275084	13980869	chr12
LOC101752013	14343326	14343937	chr12
SLC25A26	14346561	14427331	chr12
LRIG1	14510641	14430016	chr12
KBTBD8	14599056	14609670	chr12
LOC416086	14614786	14640947	chr12
SUCLG2	14825897	14723931	chr12
LOC101747309	14825917	14831790	chr12
FAM19A1	14921624	15120183	chr12
FAM19A4	15247562	15174779	chr12
C3ORF64	15275337	15261645	chr12
TMF1	15292253	15276826	chr12
UBA3	15307347	15292803	chr12
ARL6IP5	15307478	15317008	chr12
LOC426075	15323852	15316812	chr12
FRMD4B	15430269	15330462	chr12
LOC101748324	15455064	15458330	chr12
MITF	15518363	15554870	chr12
LOC427594	15565812	15560723	chr12
LOC427595	15570875	15598355	chr12
LOC416090	15680344	15640478	chr12
LOC101748469	15836488	15839260	chr12
LOC101748427	15874976	15889627	chr12
FOXP1	16041866	15896321	chr12
LOC101748541	16210160	16182706	chr12
EIF4E3	16269678	16254191	chr12
GPR27	16280538	16282556	chr12
PROK2	16292308	16290360	chr12
RYBP	16414640	16380863	chr12
MIR1711	16392332	16392265	chr12
SHQ1	16484466	16446075	chr12
GXYLT2	16483805	16504151	chr12
PPP4R2	16511966	16537838	chr12
PDZRN3	16714368	16593703	chr12
CNTN3	16969468	16878469	chr12
LOC101749255	17117376	17116121	chr12
CHL1	17219615	17299056	chr12
CNTN6	17504569	17632975	chr12
CNTN4	17815595	18073263	chr12
IL5RA	18088566	18074353	chr12
TRNT1	18091847	18095113	chr12
CRBN	18131156	18095797	chr12
LOC101750476	18260978	18250572	chr12
LRRN1	18261478	18278207	chr12
LOC101750520	18323378	18325592	chr12
LOC101747682	18349875	18356395	chr12
SUMF1	18383459	18356457	chr12
ITPR1	18398647	18538309	chr12
BHLHE40	18572157	18576504	chr12
ARL8B	18590245	18603884	chr12
EDEM1	18607559	18617576	chr12
LOC101750942	18675617	18686008	chr12
LOC101750987	18686055	18694434	chr12
LOC101751030	18710324	18721660	chr12
GRM7	18847628	19072321	chr12
LMCD1	19214820	19238125	chr12
CAV3	19261667	19264506	chr12
OXTR	19269328	19266278	chr12
RAD18	19316352	19282101	chr12
SRGAP3	19388430	19326073	chr12
THUMPD3	19408521	19413745	chr12
VHL	19414582	19417180	chr12
IRAK2	19418089	19431605	chr12
GHRL	19437078	19434378	chr12
SEC13	19444496	19438541	chr12
CAND2	19444919	19460630	chr12
RPL32	19462997	19460962	chr12
MBD4	19466113	19463175	chr12
IFT122	19466012	19497294	chr12
RHO	19501548	19504519	chr12
H1FOO	19505653	19510127	chr12
PLXND1	19575806	19509177	chr12
TMCC1	19668344	19596908	chr12
TRH	19691999	19696555	chr12
ZFYVE20	19705253	19718922	chr12
MRPS25	19721884	19720520	chr12
NR2C2	19760553	19722746	chr12
FGD5	19859843	19771726	chr12
LOC101747401	19880304	19882992	chr12
LOC101752074	15316	16649	chr12_random
LOC101752172	42664	41582	chr12_random
LOC101752227	31982	31127	chr12_random
LOC101752281	9196	10164	chr12_random
LOC101752318	7799	4917	chr12_random
LOC100857544	77850	42306	chr13
LOC100857645	92537	88497	chr13
LOC100858025	139315	125477	chr13
PCDHA2	302846	185486	chr13
PCDHA4	294929	185486	chr13
PCDHA11	285392	185486	chr13
CCNRC01	257388	185486	chr13
PCDHAC2	228436	185486	chr13
LOC101748974	325188	321111	chr13
LOC101748941	326297	334167	chr13
LOC768760	343943	337387	chr13
ZMAT2	360939	351066	chr13
HARS2	361134	366129	chr13
HARS	366300	377642	chr13
DND1	377778	380841	chr13
WDR55	383757	382306	chr13
IK	392849	384537	chr13
NDUFA2	392960	394388	chr13
TMCO6	400557	394316	chr13
CD14	402430	403827	chr13
SLC35A4	413259	410765	chr13
LOC768971	413382	412530	chr13
TMEM173	423704	421427	chr13
UBE2D2	435174	458105	chr13
CXXC5	496472	502382	chr13
LOC101749878	606959	601218	chr13
PSD2	611355	684619	chr13
NRG2	839733	687908	chr13
LOC101750122	817155	815061	chr13
PURB	860150	861008	chr13
CYSTM1	904156	926910	chr13
PFDN1	957652	928208	chr13
HBEGF	967753	961553	chr13
SLC4A9	967588	989393	chr13
ANKHD1	990192	1090719	chr13
LOC100858407	1093289	1094463	chr13
APBB3	1095972	1095132	chr13
APBB3	1100083	1096709	chr13
LOC101750444	1118420	1121343	chr13
LOC100858837	1131190	1134340	chr13
LOC100858937	1143790	1193324	chr13
LOC101750747	1194949	1194281	chr13
PCDHGC3	1217188	1247116	chr13
PCDHGC5	1228734	1232792	chr13
HDAC3	1290300	1277336	chr13
RELL2	1291814	1300652	chr13
FCHSD1	1305460	1300656	chr13
LOC416197	1307181	1310196	chr13
ARAP3	1326314	1310164	chr13
STARD10	1334831	1329482	chr13
LOC101751960	1345653	1341075	chr13
PCDH1	1408177	1417372	chr13
MIR1702	1448162	1448245	chr13
LOC101752014	1555007	1570281	chr13
LOC101752050	1617571	1600712	chr13
LOC101752086	1730843	1686339	chr13
KIAA0141	1732477	1753497	chr13
PCDH12	1760523	1750339	chr13
LOC101747310	1771904	1763448	chr13
ECSCR	1767398	1786625	chr13
DNAJC18	1788284	1799938	chr13
LOC101747429	1804696	1806359	chr13
LOC100859189	1806707	1808119	chr13
SLC23A1	1808212	1812256	chr13
PAIP2	1819368	1814421	chr13
LOC101747597	1823758	1825777	chr13
MATR3	1851154	1825965	chr13
LOC416186	1866964	1863755	chr13
SIL1	1867047	1961081	chr13
CTNNA1	2068725	1960517	chr13
LRRTM2	2009744	2014573	chr13
LOC101750805	2068045	2074838	chr13
HSPA9	2134785	2156389	chr13
ETF1	2158831	2184873	chr13
FBXW11	2192714	2258000	chr13
LOC101748224	2336245	2334837	chr13
LOC101748278	2359470	2376653	chr13
LOC101748325	2377109	2394672	chr13
LOC101748409	2473909	2508847	chr13
LOC101748362	2511508	2519040	chr13
LOC101748444	2549067	2541500	chr13
FGF18	2632686	2567467	chr13
NPM1	2651589	2641109	chr13
LOC769940	2831546	2679425	chr13
LOC769726	2845223	2837512	chr13
GABRP	2879559	2853536	chr13
KCNIP1	3184928	2887711	chr13
KCNMB1	3153571	3160576	chr13
LCP2	3218626	3247941	chr13
LOC101749196	3262087	3254440	chr13
LOC101749324	3304105	3295646	chr13
FOXI1	3321755	3318081	chr13
DOCK2	3492693	3331861	chr13
FAM196B	3402279	3436660	chr13
CCDC99	3518259	3496001	chr13
SLIT3	3574931	4046460	chr13
MIR218-2	3934522	3934616	chr13
LOC101749859	4053217	4046944	chr13
PANK3	4053603	4071341	chr13
MIR103-1	4060404	4060481	chr13
TRNAD-GUC	4070987	4071058	chr13
LOC416169	4075032	4110931	chr13
RARS	4122810	4107409	chr13
WWC1	4186445	4122991	chr13
ODZ2	4661444	4190584	chr13
LOC101750661	4937191	4958394	chr13
MAT2B	6058169	6046740	chr13
HMMR	6072775	6059456	chr13
NUDCD2	6072860	6077431	chr13
CCNG1	6083350	6077743	chr13
GABRG2	6470500	6400935	chr13
LOC101751442	6492408	6486960	chr13
GABRA1	6575415	6533372	chr13
GABRA6	6645632	6624045	chr13
GABRB2	6690006	6822893	chr13
LOC101751673	6853618	6859380	chr13
ATP10B	6863872	7094431	chr13
LOC101751941	7104607	7100872	chr13
MIR146A	7138087	7137989	chr13
LOC101751981	7149610	7145479	chr13
PTTG1	7163524	7160380	chr13
SLU7	7163772	7174656	chr13
C1QTNF2	7179900	7187408	chr13
CCNJL	7193101	7212897	chr13
FABP6	7252431	7214714	chr13
PWWP2A	7252795	7267293	chr13
TTC1	7321941	7288818	chr13
LOC101752126	7321998	7324176	chr13
ADRA1B	7351500	7334269	chr13
LOC101747476	7407828	7400577	chr13
LOC101747430	7418035	7412551	chr13
IL12B	7492735	7498870	chr13
LOC770450	7506625	7511918	chr13
LOC426731	7521172	7523162	chr13
LOC426699	7524141	7546883	chr13
LOC101747933	7549460	7553022	chr13
HTR4	7632346	7557095	chr13
MIR458	7576008	7575893	chr13
LOC100859549	7670242	7665962	chr13
SLC26A2	7692345	7683539	chr13
LOC416147	7705064	7698264	chr13
LOC416146	7716829	7705124	chr13
PPARGC1B	7731717	7716916	chr13
LOC101748878	7757211	7761724	chr13
ARHGEF37	7776230	7765016	chr13
CSNK1A1	7791211	7821444	chr13
LOC101748975	7842863	7832906	chr13
IL17B	7845533	7850421	chr13
PCYOX1L	7853282	7850502	chr13
GRPEL2	7860751	7854459	chr13
AFAP1L1	7874029	7864703	chr13
ABLIM3	7919399	7884127	chr13
SH3TC2	7925777	7948729	chr13
UBTD2	8075958	8125605	chr13
STK10	8161118	8180068	chr13
SH3PXD2B	8183894	8248971	chr13
NEURL1B	8363934	8252403	chr13
DUSP1	8384827	8382220	chr13
MIR3523	8384764	8384599	chr13
LOC101751160	8403869	8397708	chr13
ERGIC1	8409552	8466192	chr13
RPL26L1	8470007	8474349	chr13
ATP6V0E1	8475423	8484904	chr13
C13H5ORF41	8487031	8510784	chr13
BNIP1	8510943	8515678	chr13
NKX2-5	8537935	8535721	chr13
STC2	8571300	8560429	chr13
LOC101751658	8615169	8611164	chr13
BOD1	8675140	8670012	chr13
LOC101751053	8763128	8763951	chr13
CPEB4	8763491	8798154	chr13
C13H5orf47	8809788	8816537	chr13
LOC416212	8825152	8861951	chr13
LOC101751961	9054684	9017197	chr13
LOC101751994	9097331	9101986	chr13
MSX2	9128896	9133494	chr13
DRD1	9358011	9356612	chr13
LOC101752032	9367864	9367077	chr13
SFXN1	9368377	9388726	chr13
KIF20A	9397065	9387194	chr13
BRD8	9397204	9411920	chr13
NHP2	9420877	9422692	chr13
N4BP3	9427816	9423135	chr13
B4GALT7	9431753	9430148	chr13
LMAN2	9438279	9432549	chr13
ARL2	9440391	9437376	chr13
RGS14	9441189	9446948	chr13
SLC34A1	9448787	9452579	chr13
ADRA2B	9452647	9455364	chr13
DBN1	9483755	9456801	chr13
GRK6	9456996	9471359	chr13
PDLIM7	9506020	9489574	chr13
DOK3	9508719	9506210	chr13
FAM193B	9523339	9514832	chr13
MXD3	9525064	9528084	chr13
MXD3	9528521	9529042	chr13
PRELID1	9531663	9529863	chr13
RAB24	9531752	9533980	chr13
NSD1	9588963	9535870	chr13
FGFR4	9603012	9595603	chr13
ZNF346	9613580	9606621	chr13
UIMC1	9613994	9647708	chr13
HK3	9648014	9652891	chr13
UNC5A	9658609	9652948	chr13
SNCB	9671852	9675123	chr13
GPRIN1	9682770	9688586	chr13
CDHR2	9698229	9688761	chr13
RNF44	9698183	9710371	chr13
FAF2	9727926	9713638	chr13
CLTB	9728057	9734978	chr13
HIGD2A	9736743	9736141	chr13
NOP16	9736839	9738963	chr13
ARL10	9741782	9739219	chr13
KIAA1191	9742538	9750247	chr13
C5ORF25	9758156	9752010	chr13
THOC3	9758551	9762049	chr13
LOC100857281	9770731	9763215	chr13
HRH2	9794177	9783231	chr13
LOC101749216	9817499	9815114	chr13
LOC101749151	9829566	9866207	chr13
SPINK5	9875145	9885193	chr13
SPINK7	9894844	9900294	chr13
LOC101749502	9909390	9913717	chr13
LOC101749628	9917093	9921026	chr13
UBLCP1	9944988	9932174	chr13
RNF145	9950958	9991495	chr13
LOC101749799	9994291	9996417	chr13
EBF1	10004665	10264193	chr13
LOC101749832	10276937	10264586	chr13
LOC101749879	10377341	10360901	chr13
CLINT1	10554868	10602029	chr13
LSM11	10624614	10612138	chr13
THG1L	10630514	10625204	chr13
SOX30	10630645	10638630	chr13
ADAM19	10642592	10669352	chr13
NIPAL4	10680491	10672023	chr13
CYFIP2	10733158	10684971	chr13
FNDC9	10703748	10706818	chr13
ITK	10764735	10734573	chr13
MED7	10774291	10775945	chr13
HAVCR1	10778739	10787796	chr13
TIMD4	10789088	10803683	chr13
SGCD	11198562	10796469	chr13
LOC100857665	10869845	10856396	chr13
MRPL22	11334686	11326571	chr13
GEMIN5	11334657	11352388	chr13
CNOT8	11359223	11353352	chr13
C13H5ORF4	11360075	11375703	chr13
LARP1	11416453	11378916	chr13
HAND1	11453019	11454119	chr13
SAP30L	11471588	11460984	chr13
MIR1778	11461854	11461782	chr13
GALNT10	11556597	11475203	chr13
MFAP3	11593936	11583939	chr13
FAM114A2	11593966	11603643	chr13
LOC101751942	11605184	11609528	chr13
LOC101751899	11608099	11608808	chr13
LOC416263	11615379	11625813	chr13
LOC101751982	11633182	11629898	chr13
LOC101752061	11637563	11633633	chr13
GRIA1	11753307	11645962	chr13
LOC101752165	11988303	11976148	chr13
NMUR2	12005652	12014756	chr13
LOC101747294	12127004	12018773	chr13
LOC101747324	12032039	12020731	chr13
LOC101747268	12143972	12145435	chr13
GLRA1	12150436	12191506	chr13
G3BP1	12223167	12202076	chr13
ATOX1	12225277	12229414	chr13
SPARC	12238624	12245901	chr13
FAT2	12268256	12318019	chr13
SLC36A1	12329804	12317087	chr13
GM2A	12337775	12330331	chr13
CCDC69	12337989	12344155	chr13
LOC770309	12348660	12344147	chr13
ANXA6	12350519	12362979	chr13
TNIP1	12366642	12377393	chr13
GPX3	12379496	12377503	chr13
LOC770379	12384155	12382543	chr13
DCTN4	12385545	12397179	chr13
RBM22	12397419	12404520	chr13
MYOZ3	12411622	12405720	chr13
SYNPO	12423988	12411716	chr13
NDST1	12452174	12432763	chr13
RPS14	12459310	12463815	chr13
CD74	12466546	12470063	chr13
TCOF1	12488400	12470728	chr13
LOC101748508	12502703	12498810	chr13
ARSI	12502810	12508546	chr13
CAMK2A	12511743	12531961	chr13
SLC6A7	12548679	12533768	chr13
CDX1	12561961	12551722	chr13
PDGFRB	12567124	12589455	chr13
EEF1A1	12594847	12635691	chr13
HMGXB3	12632587	12613394	chr13
LOC101748861	12641074	12644512	chr13
NPY7R	12648860	12647703	chr13
TRIM69	12660171	12666118	chr13
FLT4	12667887	12714163	chr13
RNF130	12716333	12748477	chr13
TBC1D9B	12758975	12777952	chr13
C13H5ORF45	12778333	12781695	chr13
SQSTM1	12786569	12782164	chr13
MGAT4B	12790193	12826787	chr13
LOC770619	12833532	12827450	chr13
MAML1	12855672	12834459	chr13
CANX	12874898	12858026	chr13
LTC4S	12884379	12889487	chr13
HNRNPH1	12896828	12912523	chr13
DGUOK	12903208	12897823	chr13
RUFY1	12927104	12913558	chr13
ADAMTS2	12982025	13149829	chr13
LOC101750123	13156898	13150173	chr13
LOC416292	13157003	13161698	chr13
CNOT6	13184128	13168561	chr13
LOC101750425	13197941	13221732	chr13
GFPT2	13244692	13261015	chr13
MAPK9	13261655	13281786	chr13
LOC771030	13297213	13308964	chr13
LOC101750644	13321559	13323248	chr13
RASGEF1C	13370822	13434666	chr13
CLK4	13444664	13453663	chr13
LOC101751793	13455217	13458948	chr13
COL23A1	13561705	13613786	chr13
HNRNPAB	13632312	13608146	chr13
AGXT2L2	13614702	13624353	chr13
NME5	13639427	13648762	chr13
WNT8A	13665719	13661789	chr13
TMSB10	13683969	13675911	chr13
C5ORF5	13684984	13725142	chr13
PKD2L2	13738890	13728512	chr13
MYOT	13766928	13738982	chr13
